,Arolla / Météo (Bricola - Pluviomètre - mm),C: Arolla / Météo (Bricola - Pluviomètre - mm) (1. Année précédente),C: Arolla / Météo (Bricola - Pluviomètre - mm) (2. Année précédente),C: Arolla / Météo (Bricola - Pluviomètre - mm) (3. Année précédente),C: Arolla / Météo (Bricola - Pluviomètre - mm) (4. Année précédente)
8/5/2019 0:00,30.975,45.825001,14.3,18.35,26.1
8/5/2019 0:15,30.975,45.825001,14.3,19.475,26.1
8/5/2019 0:30,30.975,45.825001,14.3,20.5,26.1
8/5/2019 0:45,30.975,45.825001,14.3,21.424999,26.1
8/5/2019 1:00,30.975,45.825001,14.3,21.625,26.1
8/5/2019 1:15,30.975,45.825001,14.3,21.825001,26.1
8/5/2019 1:30,30.975,45.825001,14.3,21.924999,26.1
8/5/2019 1:45,30.975,45.825001,14.3,21.924999,26.1
8/5/2019 2:00,30.975,45.825001,14.3,21.924999,26.1
8/5/2019 2:15,30.975,45.825001,14.3,21.924999,26.1
8/5/2019 2:30,30.975,45.825001,14.3,21.924999,26.1
8/5/2019 2:45,30.975,45.825001,14.3,22.125,26.1
8/5/2019 3:00,30.975,45.825001,14.3,22.225,26.1
8/5/2019 3:15,30.975,45.825001,14.3,22.225,26.1
8/5/2019 3:30,30.975,45.825001,14.3,22.424999,26.1
8/5/2019 3:45,30.975,45.825001,14.3,22.85,26.1
8/5/2019 4:00,30.975,45.825001,14.3,23.35,26.1
8/5/2019 4:15,30.975,45.825001,14.3,23.549999,26.1
8/5/2019 4:30,30.975,45.825001,14.3,23.75,26.1
8/5/2019 4:45,30.975,45.825001,14.3,23.950001,26.1
8/5/2019 5:00,30.975,45.825001,14.3,24.674999,26.1
8/5/2019 5:15,30.975,45.825001,14.3,24.775,26.1
8/5/2019 5:30,30.975,45.825001,14.3,24.775,26.1
8/5/2019 5:45,30.975,45.825001,14.3,24.775,26.1
8/5/2019 6:00,30.975,45.825001,14.3,24.775,26.1
8/5/2019 6:15,30.975,45.825001,14.3,24.875,26.1
8/5/2019 6:30,30.975,45.825001,14.3,24.975,26.1
8/5/2019 6:45,30.975,45.825001,14.3,25.075001,26.1
8/5/2019 7:00,30.975,45.825001,14.3,25.174999,26.1
8/5/2019 7:15,30.975,45.825001,14.3,25.799999,26.1
8/5/2019 7:30,30.975,45.825001,14.3,26.700001,26.1
8/5/2019 7:45,30.975,45.825001,14.3,28.325001,26.1
8/5/2019 8:00,30.975,45.825001,14.3,29.25,26.1
8/5/2019 8:15,30.975,45.825001,14.3,30.075001,26.1
8/5/2019 8:30,30.975,45.825001,14.3,30.674999,26.1
8/5/2019 8:45,30.975,45.825001,14.3,30.775,26.1
8/5/2019 9:00,30.975,45.825001,14.3,30.775,26.1
8/5/2019 9:15,30.975,45.825001,14.3,31.075001,26.1
8/5/2019 9:30,30.975,45.825001,14.3,31.475,26.1
8/5/2019 9:45,30.975,45.825001,14.3,32.400002,26.1
8/5/2019 10:00,30.975,45.825001,14.3,32.5,26.125
8/5/2019 10:15,30.975,45.825001,14.3,32.5,26.1
8/5/2019 10:30,30.975,45.825001,14.3,32.5,26.1
8/5/2019 10:45,31.475,45.825001,14.3,32.5,26.125
8/5/2019 11:00,31.475,45.825001,14.3,32.5,26.1
8/5/2019 11:15,31.475,45.825001,14.3,32.5,26.125
8/5/2019 11:30,31.475,45.825001,14.3,32.5,26.1
8/5/2019 11:45,31.6,45.825001,14.3,32.5,26.125
8/5/2019 12:00,31.575001,45.825001,14.3,32.5,26.1
8/5/2019 12:15,31.575001,45.825001,14.3,32.5,26.125
8/5/2019 12:30,31.575001,45.825001,14.3,32.5,26.125
8/5/2019 12:45,31.575001,45.825001,14.3,33.025002,26.125
8/5/2019 13:00,31.575001,45.825001,14.3,33.424999,26.125
8/5/2019 13:15,31.575001,45.825001,14.3,33.525002,26.125
8/5/2019 13:30,31.6,45.825001,14.3,33.924999,26.125
8/5/2019 13:45,31.575001,45.825001,14.3,33.924999,26.1
8/5/2019 14:00,31.575001,45.825001,14.3,33.924999,26.125
8/5/2019 14:15,31.575001,45.825001,14.3,33.924999,26.125
8/5/2019 14:30,31.6,45.825001,14.3,33.924999,26.125
8/5/2019 14:45,31.575001,45.849998,14.3,33.924999,26.125
8/5/2019 15:00,31.575001,45.825001,14.3,33.924999,26.1
8/5/2019 15:15,31.575001,45.825001,14.3,33.924999,26.125
8/5/2019 15:30,31.575001,45.849998,14.3,33.924999,26.1
8/5/2019 15:45,31.575001,45.825001,14.3,34.25,26.1
8/5/2019 16:00,31.575001,45.849998,14.3,34.450001,26.125
8/5/2019 16:15,31.575001,45.825001,14.3,34.450001,26.125
8/5/2019 16:30,31.575001,45.825001,14.3,34.450001,26.1
8/5/2019 16:45,31.575001,45.825001,14.3,34.849998,26.125
8/5/2019 17:00,31.575001,45.825001,14.3,35.450001,26.1
8/5/2019 17:15,31.575001,45.825001,14.3,35.450001,26.125
8/5/2019 17:30,31.575001,45.825001,14.3,35.875,26.1
8/5/2019 17:45,31.575001,45.825001,14.3,36.575001,26.1
8/5/2019 18:00,31.575001,45.825001,14.3,37.174999,26.1
8/5/2019 18:15,31.575001,45.825001,14.3,37.174999,26.1
8/5/2019 18:30,31.575001,45.825001,14.3,37.174999,26.1
8/5/2019 18:45,31.575001,45.825001,14.3,37.299999,26.1
8/5/2019 19:00,31.575001,45.825001,14.3,37.275002,26.1
8/5/2019 19:15,31.575001,45.825001,14.3,37.299999,26.1
8/5/2019 19:30,31.575001,45.825001,14.3,37.275002,26.1
8/5/2019 19:45,31.575001,45.825001,14.3,37.299999,26.1
8/5/2019 20:00,31.575001,45.825001,14.3,37.400002,26.1
8/5/2019 20:15,31.575001,46.125,14.3,37.375,26.1
8/5/2019 20:30,31.575001,46.849998,14.3,37.5,26.1
8/5/2019 20:45,31.575001,1.075,14.3,37.700001,26.1
8/5/2019 21:00,31.575001,1.575,14.3,37.700001,26.1
8/5/2019 21:15,31.575001,2.4,14.3,37.799999,26.1
8/5/2019 21:30,31.575001,2.4,14.3,37.799999,26.1
8/5/2019 21:45,31.575001,2.8,14.3,37.900002,26.1
8/5/2019 22:00,31.575001,2.8,14.3,37.900002,26.1
8/5/2019 22:15,31.575001,2.8,14.3,37.900002,26.1
8/5/2019 22:30,31.575001,2.8,14.3,37.900002,26.1
8/5/2019 22:45,31.575001,2.8,14.3,38,26.1
8/5/2019 23:00,31.575001,2.8,14.3,38,26.1
8/5/2019 23:15,31.575001,2.8,14.3,38,26.1
8/5/2019 23:30,31.575001,2.8,14.3,38,26.1
8/5/2019 23:45,31.575001,2.8,14.3,38,26.1
8/6/2019 0:00,31.575001,2.8,14.3,38,26.1
8/6/2019 0:15,31.575001,2.8,14.3,38,26.1
8/6/2019 0:30,31.575001,2.8,14.3,38,26.1
8/6/2019 0:45,31.575001,2.8,14.3,38,26.1
8/6/2019 1:00,31.575001,2.8,14.3,38,26.1
8/6/2019 1:15,31.575001,2.8,14.3,38,26.1
8/6/2019 1:30,31.575001,2.8,14.3,38,26.1
8/6/2019 1:45,31.575001,2.8,14.3,38,26.1
8/6/2019 2:00,31.575001,2.8,14.3,38,26.1
8/6/2019 2:15,31.575001,2.8,14.3,38,26.1
8/6/2019 2:30,31.575001,2.8,14.3,38,26.1
8/6/2019 2:45,31.575001,2.8,14.3,38,26.1
8/6/2019 3:00,31.575001,2.8,14.3,38,26.1
8/6/2019 3:15,31.575001,2.8,14.3,38,26.1
8/6/2019 3:30,31.575001,2.8,14.3,38,26.1
8/6/2019 3:45,31.575001,2.8,14.3,38,26.1
8/6/2019 4:00,31.575001,2.8,14.3,38,26.1
8/6/2019 4:15,31.575001,2.8,14.3,38,26.1
8/6/2019 4:30,31.575001,2.8,14.3,38,26.1
8/6/2019 4:45,31.575001,2.8,14.3,38,26.1
8/6/2019 5:00,31.575001,2.8,14.3,38,26.1
8/6/2019 5:15,31.575001,2.8,14.3,38,26.1
8/6/2019 5:30,31.575001,2.8,14.3,38,26.1
8/6/2019 5:45,31.575001,2.8,14.3,38,26.1
8/6/2019 6:00,31.575001,2.8,14.3,38,26.1
8/6/2019 6:15,31.575001,2.8,14.3,38,26.1
8/6/2019 6:30,31.575001,2.8,14.3,38,26.1
8/6/2019 6:45,31.575001,2.8,14.3,38,26.1
8/6/2019 7:00,31.575001,2.8,14.3,38,26.1
8/6/2019 7:15,31.575001,2.8,14.3,38,26.1
8/6/2019 7:30,31.575001,2.8,14.3,38,26.1
8/6/2019 7:45,31.575001,2.8,14.3,38,26.1
8/6/2019 8:00,31.575001,2.8,14.3,38,26.1
8/6/2019 8:15,31.575001,2.8,14.3,38,26.1
8/6/2019 8:30,31.575001,2.8,14.3,38,26.1
8/6/2019 8:45,31.575001,2.8,14.3,38,26.1
8/6/2019 9:00,31.575001,2.8,14.3,38,26.1
8/6/2019 9:15,31.575001,2.8,14.3,38,26.1
8/6/2019 9:30,31.575001,2.8,14.3,38,26.125
8/6/2019 9:45,31.575001,2.8,14.3,38,26.125
8/6/2019 10:00,31.575001,2.8,14.3,38,26.125
8/6/2019 10:15,31.575001,2.8,14.3,38,26.1
8/6/2019 10:30,31.575001,2.8,14.3,38,26.125
8/6/2019 10:45,31.575001,2.8,14.3,38,26.125
8/6/2019 11:00,31.6,2.8,14.3,38,26.125
8/6/2019 11:15,31.575001,2.8,14.3,38,26.125
8/6/2019 11:30,31.575001,2.8,14.3,38,26.125
8/6/2019 11:45,31.6,2.8,14.3,38,26.125
8/6/2019 12:00,31.575001,2.8,14.3,38,26.125
8/6/2019 12:15,31.6,2.8,14.3,38,26.125
8/6/2019 12:30,31.575001,2.8,14.3,38,26.125
8/6/2019 12:45,31.575001,2.8,14.3,38,26.125
8/6/2019 13:00,31.6,2.8,14.3,38,26.125
8/6/2019 13:15,31.575001,2.8,14.3,38,26.125
8/6/2019 13:30,31.6,2.8,14.3,38,26.125
8/6/2019 13:45,31.575001,2.8,14.3,38,26.125
8/6/2019 14:00,31.575001,2.8,14.3,38,26.125
8/6/2019 14:15,31.575001,2.8,14.3,38,26.125
8/6/2019 14:30,31.575001,2.8,14.3,38,26.125
8/6/2019 14:45,31.6,2.8,14.3,38,26.125
8/6/2019 15:00,31.575001,2.8,14.3,38,26.125
8/6/2019 15:15,31.575001,2.8,14.3,38,26.1
8/6/2019 15:30,31.575001,2.8,14.3,38,26.125
8/6/2019 15:45,31.6,2.8,14.3,38,26.125
8/6/2019 16:00,31.6,2.8,14.3,38,26.1
8/6/2019 16:15,31.575001,2.8,14.3,38,26.1
8/6/2019 16:30,31.6,2.8,14.3,38,26.1
8/6/2019 16:45,31.575001,2.8,14.3,38,26.1
8/6/2019 17:00,31.575001,2.8,14.3,38,26.1
8/6/2019 17:15,31.575001,2.8,14.3,38,26.1
8/6/2019 17:30,31.575001,2.8,14.3,38,26.1
8/6/2019 17:45,31.575001,2.8,14.3,38,26.1
8/6/2019 18:00,31.575001,2.8,14.3,38,26.1
8/6/2019 18:15,31.575001,2.8,14.3,38,26.1
8/6/2019 18:30,31.575001,2.8,14.3,38,26.1
8/6/2019 18:45,31.575001,2.8,14.3,38,26.1
8/6/2019 19:00,31.575001,3,14.3,38,26.125
8/6/2019 19:15,31.575001,4.1,14.3,38,26.1
8/6/2019 19:30,31.575001,4.325,14.3,38,26.1
8/6/2019 19:45,31.575001,4.425,14.3,38,26.1
8/6/2019 20:00,31.575001,5.125,14.3,38,26.1
8/6/2019 20:15,31.575001,5.65,14.3,38,26.1
8/6/2019 20:30,31.575001,5.85,14.3,38,26.1
8/6/2019 20:45,31.575001,6.15,14.3,38,26.1
8/6/2019 21:00,31.575001,6.15,14.3,38,26.1
8/6/2019 21:15,32,6.15,14.3,38,26.1
8/6/2019 21:30,33.825001,6.15,14.3,38,26.1
8/6/2019 21:45,35.75,6.15,14.3,38,26.1
8/6/2019 22:00,36.974998,6.15,14.3,38,26.1
8/6/2019 22:15,38.599998,6.25,14.3,38,26.1
8/6/2019 22:30,39.325001,6.35,14.3,38,26.1
8/6/2019 22:45,39.424999,6.45,14.3,38,26.1
8/6/2019 23:00,39.625,6.45,14.3,38,26.1
8/6/2019 23:15,39.724998,6.45,14.3,38,26.1
8/6/2019 23:30,39.825001,6.45,14.3,38,26.1
8/6/2019 23:45,39.825001,6.45,14.3,38,26.125
8/7/2019 0:00,39.825001,6.45,14.3,38,26.1
8/7/2019 0:15,39.825001,6.45,14.3,38,26.1
8/7/2019 0:30,39.825001,6.45,14.3,38,26.1
8/7/2019 0:45,39.825001,6.45,14.3,38,26.1
8/7/2019 1:00,39.825001,6.45,14.3,38,26.1
8/7/2019 1:15,39.825001,6.45,14.3,38,26.1
8/7/2019 1:30,39.825001,6.45,14.3,38,26.125
8/7/2019 1:45,39.825001,6.45,14.3,38,26.1
8/7/2019 2:00,39.825001,6.45,14.3,38,26.1
8/7/2019 2:15,39.825001,6.45,14.3,38,26.1
8/7/2019 2:30,39.825001,6.45,14.3,38,26.1
8/7/2019 2:45,39.825001,6.45,14.3,38,26.1
8/7/2019 3:00,39.825001,6.45,14.3,38,26.1
8/7/2019 3:15,39.825001,6.45,14.3,38,26.125
8/7/2019 3:30,39.825001,6.45,14.3,38,26.1
8/7/2019 3:45,39.825001,6.45,14.3,38,26.1
8/7/2019 4:00,39.825001,6.45,14.3,38,26.1
8/7/2019 4:15,39.825001,6.45,14.3,38,26.1
8/7/2019 4:30,39.825001,6.45,14.3,38,26.125
8/7/2019 4:45,39.924999,6.45,14.3,38,26.1
8/7/2019 5:00,39.924999,6.45,14.3,38,26.1
8/7/2019 5:15,39.924999,6.45,14.3,38,26.1
8/7/2019 5:30,39.924999,6.45,14.3,38,26.1
8/7/2019 5:45,39.924999,6.45,14.3,38,26.1
8/7/2019 6:00,39.924999,6.45,14.3,38,26.1
8/7/2019 6:15,39.924999,6.45,14.3,38,26.1
8/7/2019 6:30,39.924999,6.45,14.3,38,26.1
8/7/2019 6:45,40.025002,6.45,14.3,38,26.1
8/7/2019 7:00,40.025002,6.45,14.3,38,26.1
8/7/2019 7:15,40.025002,6.45,14.3,38,26.1
8/7/2019 7:30,40.025002,6.45,14.3,38,26.1
8/7/2019 7:45,40.025002,6.45,14.3,38,26.1
8/7/2019 8:00,40.025002,6.45,14.3,38,26.1
8/7/2019 8:15,40.025002,6.45,14.3,38,26.1
8/7/2019 8:30,40.025002,6.45,14.3,38,26.1
8/7/2019 8:45,40.025002,6.45,14.3,38,26.1
8/7/2019 9:00,40.025002,6.45,14.3,38,26.1
8/7/2019 9:15,40.025002,6.45,14.3,38,26.1
8/7/2019 9:30,40.75,6.45,14.3,38,26.1
8/7/2019 9:45,40.75,6.45,14.3,38,26.1
8/7/2019 10:00,40.950001,6.45,14.3,38,26.125
8/7/2019 10:15,41.150002,6.45,14.3,38,26.125
8/7/2019 10:30,42.375,6.45,14.3,38,26.125
8/7/2019 10:45,42.474998,6.45,14.3,38,26.125
8/7/2019 11:00,42.474998,6.45,14.3,38,26.125
8/7/2019 11:15,42.474998,6.45,14.3,38,26.125
8/7/2019 11:30,43.275002,6.45,14.3,38,26.125
8/7/2019 11:45,45.325001,6.45,14.3,38,26.125
8/7/2019 12:00,45.424999,6.45,14.3,38,26.125
8/7/2019 12:15,45.424999,6.45,14.3,38,26.1
8/7/2019 12:30,45.400002,6.45,14.3,38.200001,26.125
8/7/2019 12:45,45.400002,6.45,14.3,38.200001,26.125
8/7/2019 13:00,45.424999,6.45,14.3,38.200001,26.1
8/7/2019 13:15,46.025002,6.45,14.3,38.200001,26.125
8/7/2019 13:30,46.75,6.45,14.3,38.200001,26.125
8/7/2019 13:45,46.849998,6.45,14.3,38.200001,26.125
8/7/2019 14:00,46.849998,6.45,14.3,38.200001,26.125
8/7/2019 14:15,47.150002,6.45,14.3,38.200001,26.125
8/7/2019 14:30,47.549999,6.45,14.3,38.200001,26.125
8/7/2019 14:45,48.25,6.45,14.3,38.200001,26.125
8/7/2019 15:00,48.974998,6.45,14.3,38.200001,26.125
8/7/2019 15:15,49.474998,6.45,14.3,38.200001,26.125
8/7/2019 15:30,49.474998,6.45,14.3,38.200001,26.1
8/7/2019 15:45,49.474998,6.475,14.3,38.200001,26.1
8/7/2019 16:00,49.474998,6.45,14.3,38.200001,26.1
8/7/2019 16:15,49.474998,6.45,14.3,38.200001,26.1
8/7/2019 16:30,49.474998,6.45,14.3,38.200001,26.125
8/7/2019 16:45,49.474998,6.45,14.3,38.200001,26.1
8/7/2019 17:00,49.474998,6.45,14.3,38.200001,26.125
8/7/2019 17:15,49.474998,6.45,14.3,38.200001,26.1
8/7/2019 17:30,49.474998,6.45,14.3,38.200001,26.1
8/7/2019 17:45,49.474998,6.45,14.3,38.200001,26.1
8/7/2019 18:00,49.474998,6.45,14.3,38.200001,26.1
8/7/2019 18:15,49.474998,6.45,14.3,38.200001,26.1
8/7/2019 18:30,49.474998,6.45,14.3,38.200001,26.1
8/7/2019 18:45,49.474998,6.45,14.3,38.200001,26.1
8/7/2019 19:00,49.474998,6.45,14.3,38.200001,26.1
8/7/2019 19:15,49.474998,6.45,14.3,38.200001,26.1
8/7/2019 19:30,49.474998,6.45,14.3,38.200001,26.1
8/7/2019 19:45,49.474998,6.45,14.3,38.200001,26.1
8/7/2019 20:00,49.474998,6.45,14.3,38.200001,26.1
8/7/2019 20:15,49.474998,6.45,14.3,38.200001,26.1
8/7/2019 20:30,49.474998,6.45,14.3,38.200001,26.1
8/7/2019 20:45,49.474998,6.45,14.3,38.200001,26.1
8/7/2019 21:00,49.474998,6.45,14.3,38.200001,26.1
8/7/2019 21:15,49.474998,6.45,14.3,38.200001,26.1
8/7/2019 21:30,49.474998,6.45,14.3,38.200001,26.1
8/7/2019 21:45,49.474998,6.45,14.3,38.200001,26.1
8/7/2019 22:00,49.474998,6.45,14.3,38.200001,26.1
8/7/2019 22:15,49.474998,6.45,14.3,38.200001,26.1
8/7/2019 22:30,49.5,6.45,14.3,38.200001,26.1
8/7/2019 22:45,49.474998,6.45,14.3,38.200001,26.1
8/7/2019 23:00,49.474998,6.45,14.3,38.200001,26.1
8/7/2019 23:15,49.474998,6.45,14.3,38.200001,26.1
8/7/2019 23:30,49.474998,6.45,14.3,38.200001,26.1
8/7/2019 23:45,49.5,6.45,14.3,38.200001,26.1
8/8/2019 0:00,49.474998,6.45,14.3,38.200001,26.1
8/8/2019 0:15,49.474998,6.45,14.3,38.200001,26.1
8/8/2019 0:30,49.474998,6.45,14.3,38.200001,26.1
8/8/2019 0:45,49.5,6.575,14.3,38.200001,26.1
8/8/2019 1:00,49.474998,6.575,14.3,38.200001,26.1
8/8/2019 1:15,49.474998,6.975,14.3,38.200001,26.1
8/8/2019 1:30,49.474998,7.575,14.3,38.200001,26.1
8/8/2019 1:45,49.5,8.2,14.3,38.200001,26.1
8/8/2019 2:00,49.474998,8.275,14.3,38.200001,26.1
8/8/2019 2:15,49.474998,8.275,14.3,38.200001,26.1
8/8/2019 2:30,49.474998,8.275,14.3,38.200001,26.1
8/8/2019 2:45,49.474998,8.275,14.3,38.200001,26.1
8/8/2019 3:00,49.474998,8.275,14.3,38.200001,26.1
8/8/2019 3:15,49.474998,8.275,14.3,38.200001,26.1
8/8/2019 3:30,49.474998,8.275,14.3,38.200001,26.1
8/8/2019 3:45,49.474998,8.275,14.3,38.200001,26.1
8/8/2019 4:00,49.474998,8.275,14.3,38.200001,26.1
8/8/2019 4:15,49.474998,8.275,14.3,38.200001,26.1
8/8/2019 4:30,49.474998,8.275,14.3,38.200001,26.125
8/8/2019 4:45,49.474998,8.275,14.3,38.200001,26.1
8/8/2019 5:00,49.474998,8.275,14.3,38.200001,26.1
8/8/2019 5:15,49.474998,8.275,14.3,38.200001,26.1
8/8/2019 5:30,49.474998,8.275,14.3,38.200001,26.1
8/8/2019 5:45,49.5,8.275,14.3,38.200001,26.1
8/8/2019 6:00,49.474998,8.275,14.3,38.200001,26.1
8/8/2019 6:15,49.474998,8.275,14.3,38.200001,26.125
8/8/2019 6:30,49.474998,8.275,14.4,38.200001,26.1
8/8/2019 6:45,49.474998,8.275,14.4,38.200001,26.1
8/8/2019 7:00,49.474998,8.275,14.4,38.200001,26.1
8/8/2019 7:15,49.474998,8.275,14.4,38.200001,26.1
8/8/2019 7:30,49.575001,8.275,14.5,38.200001,26.1
8/8/2019 7:45,49.575001,8.275,14.5,38.200001,26.1
8/8/2019 8:00,49.575001,8.275,14.5,38.200001,26.125
8/8/2019 8:15,49.575001,8.275,14.7,38.200001,26.1
8/8/2019 8:30,49.575001,8.275,15.2,38.200001,26.1
8/8/2019 8:45,49.575001,8.275,15.2,38.200001,26.1
8/8/2019 9:00,49.575001,8.275,15.425,38.200001,26.125
8/8/2019 9:15,49.575001,8.3,15.4,38.200001,26.1
8/8/2019 9:30,49.599998,8.275,15.525,38.200001,26.125
8/8/2019 9:45,49.575001,8.3,15.925,38.200001,26.125
8/8/2019 10:00,49.599998,8.275,15.925,38.200001,26.125
8/8/2019 10:15,49.599998,8.3,16.025,38.200001,26.125
8/8/2019 10:30,49.575001,8.3,16.225,38.200001,26.125
8/8/2019 10:45,49.599998,8.3,16.225,38.200001,26.125
8/8/2019 11:00,49.599998,8.3,16.225,38.200001,26.1
8/8/2019 11:15,49.599998,8.3,16.225,38.200001,26.125
8/8/2019 11:30,49.575001,8.3,16.225,38.200001,26.125
8/8/2019 11:45,49.575001,8.3,16.75,38.200001,26.125
8/8/2019 12:00,49.599998,8.3,17.25,38.200001,26.125
8/8/2019 12:15,49.575001,8.3,17.450001,38.200001,26.125
8/8/2019 12:30,49.599998,8.3,17.450001,38.200001,26.125
8/8/2019 12:45,49.599998,8.3,17.450001,38.200001,26.125
8/8/2019 13:00,49.599998,8.3,17.549999,38.200001,26.125
8/8/2019 13:15,49.599998,8.3,18.674999,38.200001,26.125
8/8/2019 13:30,49.599998,8.275,20.799999,38.200001,26.125
8/8/2019 13:45,49.599998,8.3,22.65,38.200001,26.125
8/8/2019 14:00,49.599998,8.275,23.549999,38.200001,26.125
8/8/2019 14:15,49.599998,8.275,23.549999,38.200001,26.125
8/8/2019 14:30,49.599998,8.3,23.549999,38.200001,26.125
8/8/2019 14:45,49.599998,8.3,23.549999,38.200001,26.1
8/8/2019 15:00,49.599998,8.3,23.950001,38.200001,26.125
8/8/2019 15:15,49.599998,8.3,23.950001,38.200001,26.125
8/8/2019 15:30,49.599998,8.275,24.674999,38.200001,26.1
8/8/2019 15:45,49.599998,8.275,26.1,38.200001,26.125
8/8/2019 16:00,49.575001,8.275,27.325001,38.200001,26.1
8/8/2019 16:15,49.575001,8.275,28.325001,38.200001,26.125
8/8/2019 16:30,49.575001,8.275,29.15,38.200001,26.125
8/8/2019 16:45,49.599998,8.275,29.65,38.200001,26.1
8/8/2019 17:00,49.575001,8.275,30.975,38.200001,26.125
8/8/2019 17:15,49.599998,8.275,32.700001,38.200001,26.125
8/8/2019 17:30,49.575001,8.3,34.025002,38.200001,26.1
8/8/2019 17:45,49.599998,8.3,34.549999,38.200001,26.125
8/8/2019 18:00,49.599998,8.275,35.349998,38.200001,26.1
8/8/2019 18:15,49.599998,8.275,36.674999,38.200001,26.1
8/8/2019 18:30,49.575001,8.275,38.924999,38.200001,26.1
8/8/2019 18:45,49.599998,8.275,40.549999,38.200001,26.1
8/8/2019 19:00,49.599998,8.275,40.650002,38.200001,26.1
8/8/2019 19:15,49.575001,9,40.650002,38.200001,26.1
8/8/2019 19:30,49.575001,9.1,41.049999,38.200001,26.1
8/8/2019 19:45,49.575001,9.1,41.674999,38.200001,26.1
8/8/2019 20:00,49.575001,9.1,41.974998,38.200001,26.1
8/8/2019 20:15,49.575001,9.1,41.974998,38.200001,26.125
8/8/2019 20:30,49.599998,9.1,41.974998,38.200001,26.1
8/8/2019 20:45,49.575001,9.1,42.075001,38.200001,26.1
8/8/2019 21:00,49.575001,9.1,42.375,38.200001,26.1
8/8/2019 21:15,49.599998,9.1,42.474998,38.200001,26.1
8/8/2019 21:30,49.575001,9.1,42.474998,38.200001,26.1
8/8/2019 21:45,49.575001,9.1,42.575001,38.200001,26.1
8/8/2019 22:00,49.575001,9.1,42.775002,38.200001,26.1
8/8/2019 22:15,49.575001,9.1,43.299999,38.200001,26.1
8/8/2019 22:30,49.599998,9.1,43.900002,38.200001,26.1
8/8/2019 22:45,49.575001,9.1,44.924999,38.200001,26.125
8/8/2019 23:00,49.599998,9.1,45.025002,38.200001,26.1
8/8/2019 23:15,49.575001,9.1,45.025002,38.200001,26.1
8/8/2019 23:30,49.599998,9.1,45.025002,38.200001,26.1
8/8/2019 23:45,49.575001,9.1,45.025002,38.200001,26.1
8/9/2019 0:00,49.599998,9.1,45.424999,38.200001,26.1
8/9/2019 0:15,49.599998,9.1,46.349998,38.200001,26.1
8/9/2019 0:30,49.575001,9.1,47.275002,38.200001,26.1
8/9/2019 0:45,49.599998,9.1,47.349998,38.200001,26.1
8/9/2019 1:00,49.575001,9.1,47.375,38.200001,26.200001
8/9/2019 1:15,49.599998,9.1,47.349998,38.200001,27.225
8/9/2019 1:30,49.575001,9.1,47.375,38.200001,28.75
8/9/2019 1:45,49.599998,9.1,47.474998,38.200001,29.975
8/9/2019 2:00,49.575001,9.1,47.450001,38.200001,30.075001
8/9/2019 2:15,49.599998,9.1,47.474998,38.200001,30.075001
8/9/2019 2:30,49.575001,9.1,47.474998,38.200001,30.075001
8/9/2019 2:45,49.599998,9.1,47.474998,38.200001,30.075001
8/9/2019 3:00,49.575001,9.1,47.474998,38.200001,30.075001
8/9/2019 3:15,49.599998,9.1,47.474998,38.200001,30.075001
8/9/2019 3:30,49.575001,9.1,47.474998,38.200001,30.174999
8/9/2019 3:45,49.599998,9.1,47.474998,38.200001,30.174999
8/9/2019 4:00,49.575001,9.1,47.450001,38.200001,31.075001
8/9/2019 4:15,49.599998,9.1,47.474998,38.200001,32.724998
8/9/2019 4:30,49.599998,9.1,47.474998,38.200001,33.825001
8/9/2019 4:45,49.575001,9.1,47.474998,38.200001,34.549999
8/9/2019 5:00,49.599998,9.1,47.474998,38.200001,35.450001
8/9/2019 5:15,49.575001,9.1,47.474998,38.200001,36.875
8/9/2019 5:30,49.599998,9.1,47.474998,38.200001,37.900002
8/9/2019 5:45,49.575001,9.1,47.450001,38.200001,38.200001
8/9/2019 6:00,49.599998,9.1,47.474998,38.200001,38.724998
8/9/2019 6:15,49.575001,9.1,47.474998,38.200001,38.724998
8/9/2019 6:30,49.599998,9.1,47.474998,38.200001,38.724998
8/9/2019 6:45,49.575001,9.1,47.474998,38.200001,38.724998
8/9/2019 7:00,49.599998,9.1,47.450001,38.200001,38.724998
8/9/2019 7:15,49.575001,9.1,47.474998,38.200001,38.724998
8/9/2019 7:30,49.599998,9.1,47.450001,38.200001,38.724998
8/9/2019 7:45,49.575001,9.1,47.575001,38.400002,38.724998
8/9/2019 8:00,49.575001,9.1,47.549999,38.5,38.724998
8/9/2019 8:15,49.575001,9.1,47.549999,38.5,38.724998
8/9/2019 8:30,49.575001,9.1,47.575001,38.5,38.724998
8/9/2019 8:45,49.575001,9.1,47.575001,38.700001,38.825001
8/9/2019 9:00,49.575001,9.1,47.575001,39.025002,39.325001
8/9/2019 9:15,49.599998,9.1,47.575001,39.125,39.625
8/9/2019 9:30,49.599998,9.1,47.575001,39.424999,40.450001
8/9/2019 9:45,49.599998,9.1,47.575001,39.424999,40.950001
8/9/2019 10:00,49.599998,9.1,47.575001,39.424999,41.474998
8/9/2019 10:15,49.599998,9.1,47.575001,39.424999,41.775002
8/9/2019 10:30,49.599998,9.1,47.575001,39.424999,41.875
8/9/2019 10:45,49.599998,9.1,47.575001,39.424999,42.174999
8/9/2019 11:00,49.599998,9.1,47.575001,39.424999,42.275002
8/9/2019 11:15,49.599998,9.1,47.575001,39.424999,42.275002
